language,filename,blank,comment,code,"github.com/AlDanial/cloc v 1.98  T=0.53 s (860.3 files/s 106278.3 lines/s)"
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/gemfiles/rspec_3.13.1.gemfile.lock,4,0,231
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/gemfiles/rspec_3.13.2.gemfile.lock,4,0,231
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/script/cli-inventory,22,1,223
Go,tmp/goal-assessment/src-v0.60.0-rc.1/internal/testruntime/cache.go,26,40,216
Go,tmp/goal-assessment/src-v0.60.0-rc.1/framework/minitest/parser.go,39,34,215
Go,tmp/goal-assessment/src-v0.60.0-rc.1/internal/fileset/fileset_test.go,46,44,208
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/CHANGELOG.md,83,0,207
Go,tmp/goal-assessment/src-v0.60.0-rc.1/runner_rspec_split_test.go,39,13,205
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/goal/current_design.md,40,0,200
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/general_integration_spec.rb,54,12,200
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/plans/2026-05-22-runtime-cache-measurement-results.md,88,0,198
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/exclude_pattern_spec.rb,26,3,198
Go,tmp/goal-assessment/src-v0.60.0-rc.1/framework/rspec/parser.go,31,19,197
Go,tmp/goal-assessment/src-v0.60.0-rc.1/internal/testruntime/tracker_test.go,29,0,195
YAML,tmp/goal-assessment/src-v0.60.0-rc.1/.circleci/config.yml,7,0,193
Go,tmp/goal-assessment/src-v0.60.0-rc.1/cmd_doctor.go,26,23,192
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/superpowers/specs/2026-04-02-runtime-config-boundary-design.md,92,0,191
Go,tmp/goal-assessment/src-v0.60.0-rc.1/test_collector_test.go,32,24,191
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/goal/t18_score_card.md,30,0,187
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/goal/t58_score_card.md,46,0,186
Go,tmp/goal-assessment/src-v0.60.0-rc.1/main_test.go,40,0,183
Go,tmp/goal-assessment/src-v0.60.0-rc.1/watch/watch_mapping_test.go,12,15,183
Go,tmp/goal-assessment/src-v0.60.0-rc.1/cmd_spec.go,32,1,182
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/goal/t47_score_card.md,46,0,181
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/framework/rspec/formatter.rb,31,19,178
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/lib/plur/docker_install.rb,36,13,177
Go,tmp/goal-assessment/src-v0.60.0-rc.1/result.go,25,31,173
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/goal/t22_score_card.md,37,0,171
Go,tmp/goal-assessment/src-v0.60.0-rc.1/internal/fileset/fileset.go,20,11,171
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/CLAUDE.md,53,0,160
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/framework_selection_spec.rb,27,4,158
Go,tmp/goal-assessment/src-v0.60.0-rc.1/internal/format/duration_test.go,12,8,157
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/goal/t12_score_card.md,30,0,155
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/script/bench-git,44,10,155
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/change_dir_config_spec.rb,31,9,155
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/watch/watch_config_spec.rb,31,0,154
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/.agents/skills/autoresearch/references/core-principles.md,54,0,153
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/doctor/doctor_spec.rb,21,9,150
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/tracking.md,0,0,150
Go,tmp/goal-assessment/src-v0.60.0-rc.1/utils.go,20,7,149
Bourne Again Shell,tmp/goal-assessment/src-v0.60.0-rc.1/script/ci-host-setup,28,20,147
Go,tmp/goal-assessment/src-v0.60.0-rc.1/internal/runtime/config.go,22,1,146
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/minitest_integration_spec.rb,21,13,146
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/support/plur_watch_helper.rb,35,16,145
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/lib/plur/release.rb,36,3,143
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/goal/t34_score_card.md,36,0,142
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/benchmarks/oss-benchmarks.md,54,0,140
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/goal/t7_score_card.md,30,0,139
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/goal/t38_score_card.md,33,0,135
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/goal/cli_goal.md,54,0,134
Go,tmp/goal-assessment/src-v0.60.0-rc.1/framework/minitest/summary_parser_test.go,31,3,134
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/goal/t42_score_card.md,36,0,132
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/.agents/skills/autoresearch/references/results-logging.md,40,0,131
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/plans/2026-03-09-exclude-pattern-cli-design.md,47,0,131
Go,tmp/goal-assessment/src-v0.60.0-rc.1/watch/find_test.go,22,0,130
Go,tmp/goal-assessment/src-v0.60.0-rc.1/watch/planner_test.go,20,0,129
Go,tmp/goal-assessment/src-v0.60.0-rc.1/help.go,19,0,128
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/plans/2026-04-01-watch-config-merge-override.md,39,0,127
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/Rakefile,25,8,126
Go,tmp/goal-assessment/src-v0.60.0-rc.1/internal/testruntime/splitter.go,17,24,126
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/watch/watch_find_json_spec.rb,15,0,125
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/plur/benchmark_spec.rb,22,0,125
Go,tmp/goal-assessment/src-v0.60.0-rc.1/internal/watchsession/session.go,17,0,122
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/architecture/test-processing-flow.md,23,0,119
Bourne Again Shell,tmp/goal-assessment/src-v0.60.0-rc.1/script/benchmark-memory,20,6,119
Go,tmp/goal-assessment/src-v0.60.0-rc.1/watch/debouncer_test.go,29,11,119
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/goal/t30_score_card.md,30,0,118
Go,tmp/goal-assessment/src-v0.60.0-rc.1/internal/testruntime/tracker.go,18,32,117
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/plur/changelog_spec.rb,49,14,117
Go,tmp/goal-assessment/src-v0.60.0-rc.1/stream_helper.go,23,22,117
Go,tmp/goal-assessment/src-v0.60.0-rc.1/stream_helper_test.go,36,12,117
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/architecture/runner-jobs-framework.md,22,0,116
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/goal/t26_score_card.md,35,0,116
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/goal/t67_score_card.md,36,0,116
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/help_spec.rb,20,0,116
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/watch/watch_integration_spec.rb,31,3,116
Go,tmp/goal-assessment/src-v0.60.0-rc.1/result_test.go,14,0,115
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/goal/t3_score_card.md,23,0,114
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/stdout_streaming_spec.rb,19,7,114
Go,tmp/goal-assessment/src-v0.60.0-rc.1/grouper_test.go,21,10,112
Go,tmp/goal-assessment/src-v0.60.0-rc.1/logger/logger.go,26,14,112
Go,tmp/goal-assessment/src-v0.60.0-rc.1/grouper.go,21,24,110
Go,tmp/goal-assessment/src-v0.60.0-rc.1/test_collector.go,10,12,110
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/usage.md,45,0,109
Go,tmp/goal-assessment/src-v0.60.0-rc.1/watch/watcher_manager.go,20,19,109
Go,tmp/goal-assessment/src-v0.60.0-rc.1/complexity_test.go,37,11,107
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/glob_support_spec.rb,22,7,107
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/goal/t51_watch_planning_review.md,30,0,106
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/lib/tasks/vendor.rake,27,16,106
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/watch/watch_find_spec.rb,20,0,106
Go,tmp/goal-assessment/src-v0.60.0-rc.1/framework/minitest/summary_parser.go,23,20,105
Go,tmp/goal-assessment/src-v0.60.0-rc.1/framework/run_args_test.go,24,0,103
Go,tmp/goal-assessment/src-v0.60.0-rc.1/watch/planner.go,21,0,103
Go,tmp/goal-assessment/src-v0.60.0-rc.1/framework/framework.go,16,12,102
Bourne Again Shell,tmp/goal-assessment/src-v0.60.0-rc.1/script/benchstat,19,6,100
Go,tmp/goal-assessment/src-v0.60.0-rc.1/watch/tokens.go,18,18,100
Go,tmp/goal-assessment/src-v0.60.0-rc.1/framework/target_patterns_test.go,22,13,99
YAML,tmp/goal-assessment/src-v0.60.0-rc.1/mkdocs.yml,7,1,99
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/parallel_execution_spec.rb,24,20,99
Go,tmp/goal-assessment/src-v0.60.0-rc.1/watch/binary.go,15,10,99
Go,tmp/goal-assessment/src-v0.60.0-rc.1/framework/rspec/parser_test.go,22,0,97
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/dry_run_plan_spec.rb,18,0,96
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/goal/t73_score_card.md,37,0,95
Go,tmp/goal-assessment/src-v0.60.0-rc.1/watch/event_admission_test.go,7,0,95
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/goal/t63_score_card.md,29,0,94
Bourne Again Shell,tmp/goal-assessment/src-v0.60.0-rc.1/script/docs,27,11,94
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/output_spec.rb,23,10,93
Go,tmp/goal-assessment/src-v0.60.0-rc.1/watch/file_event_handler.go,17,5,93
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/architecture/go-concurrency-and-data-structures-review.md,61,0,90
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/goal/restart_state.md,29,0,90
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/init/config_init_spec.rb,24,4,87
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/flexible_argument_ordering_spec.rb,21,0,87
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/benchmarks/how-to-benchmark-oss.md,32,0,86
Bourne Again Shell,tmp/goal-assessment/src-v0.60.0-rc.1/script/bench-rspec-subprojects,26,14,86
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/error_handling_spec.rb,21,6,86
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/trace_output_spec.rb,13,1,86
Go,tmp/goal-assessment/src-v0.60.0-rc.1/types/notifications.go,24,15,86
Python,tmp/goal-assessment/src-v0.60.0-rc.1/docs/generate_pages_list.py,30,32,85
HTML,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/default-rails/public/400.html,28,1,85
HTML,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/default-rails/public/404.html,28,1,85
HTML,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/default-rails/public/406-unsupported-browser.html,28,1,85
HTML,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/default-rails/public/422.html,28,1,85
HTML,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/default-rails/public/500.html,28,1,85
Go,tmp/goal-assessment/src-v0.60.0-rc.1/watch/processor.go,22,20,85
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/rspec_args_spec.rb,15,0,84
Go,tmp/goal-assessment/src-v0.60.0-rc.1/config_init.go,21,4,83
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/README.md,34,0,82
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/features/watch-mode.md,37,0,82
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/single_failure_golden_spec.rb,14,7,82
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/wip/watch-merge-duplicate-name-findings.md,45,0,81
Go,tmp/goal-assessment/src-v0.60.0-rc.1/watch/find.go,14,15,81
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/script/track-goal,24,1,80
Go,tmp/goal-assessment/src-v0.60.0-rc.1/internal/testruntime/cache_bench_test.go,11,0,79
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/script/bench,27,6,78
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/development/kong-cli-patterns.md,27,0,76
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/pending_output_spec.rb,14,7,73
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/development/release-process.md,36,0,70
YAML,tmp/goal-assessment/src-v0.60.0-rc.1/.goreleaser.yml,19,22,69
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/testunit-failures/test/bank_account_test.rb,17,5,69
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/turbo_tests_migration_spec.rb,17,1,68
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/development/rails-init.md,46,0,67
Go,tmp/goal-assessment/src-v0.60.0-rc.1/config/config.go,11,5,66
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/features/parallel-execution.md,21,0,66
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/framework_output_spec.rb,13,0,66
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/README.md,25,0,65
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/watch/watch_spec.rb,17,2,65
YAML,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/backspin/plur_doctor_golden.yml,11,0,64
Text,tmp/goal-assessment/src-v0.60.0-rc.1/spec/fixtures/rspec_colorized_output.txt,11,0,64
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/spec_helper.rb,15,4,64
JSON,tmp/goal-assessment/src-v0.60.0-rc.1/.claude/settings.json,0,0,63
Go,tmp/goal-assessment/src-v0.60.0-rc.1/watch/execution_plan.go,10,0,61
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/getting-started.md,28,0,59
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/goal/t75_score_card.md,23,0,59
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/wip/open-pr-triage.md,31,0,59
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/cli_inventory_spec.rb,9,0,59
YAML,tmp/goal-assessment/src-v0.60.0-rc.1/.buildkite/pipeline.yml,4,0,58
TOML,tmp/goal-assessment/src-v0.60.0-rc.1/internal/runtime/defaults.toml,14,13,58
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/script/release,17,2,58
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/minitest-failures/test/mixed_results_test.rb,16,5,57
Go,tmp/goal-assessment/src-v0.60.0-rc.1/framework/run_args.go,11,4,57
Bourne Again Shell,tmp/goal-assessment/src-v0.60.0-rc.1/script/check-links,10,9,56
Go,tmp/goal-assessment/src-v0.60.0-rc.1/internal/format/duration.go,17,8,55
Go,tmp/goal-assessment/src-v0.60.0-rc.1/watch/watch_mapping.go,8,6,54
Go,tmp/goal-assessment/src-v0.60.0-rc.1/cmd_rails_rake.go,14,18,52
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/watch/watch_reload_spec.rb,11,0,52
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/plur/release_spec.rb,14,1,52
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/testunit-failures/test/string_parser_test.rb,13,5,50
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/testunit-success/test/date_helper_test.rb,11,3,50
Go,tmp/goal-assessment/src-v0.60.0-rc.1/internal/testruntime/run_kind.go,7,26,50
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/script/README.md,25,0,50
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/watch/multi_watcher_spec.rb,15,12,50
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/default-ruby/spec/counter_spec.rb,8,0,48
Go,tmp/goal-assessment/src-v0.60.0-rc.1/internal/buildinfo/buildinfo.go,9,5,48
Go,tmp/goal-assessment/src-v0.60.0-rc.1/job/job.go,10,23,48
Go,tmp/goal-assessment/src-v0.60.0-rc.1/internal/buildinfo/buildinfo_test.go,11,7,46
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/script/install-plur-docker,12,5,46
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/support/plur_home_helper.rb,6,9,46
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/minitest-success/test/calculator_test.rb,10,0,45
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/docs/output_contracts_doc_spec.rb,4,0,44
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/watch/watch_ignore_spec.rb,11,1,44
Go,tmp/goal-assessment/src-v0.60.0-rc.1/framework/rspec/json_output.go,5,6,43
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/performance_spec.rb,12,3,43
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/runner_jobs_integration_spec.rb,7,0,43
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/support/fixture_runner.rb,10,14,43
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/plur/plur_watch_helper_spec.rb,12,0,42
YAML,tmp/goal-assessment/src-v0.60.0-rc.1/.github/workflows/release.yml,7,0,40
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/minitest-reporters/test/calculator_test.rb,10,0,40
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/fixture_projects_spec.rb,10,2,40
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/default-ruby/spec/validator_spec.rb,9,0,39
Bourne Again Shell,tmp/goal-assessment/src-v0.60.0-rc.1/script/lint,6,0,39
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/single_failure_spec.rb,10,4,39
Go,tmp/goal-assessment/src-v0.60.0-rc.1/watch/debouncer.go,11,9,39
YAML,tmp/goal-assessment/src-v0.60.0-rc.1/.github/workflows/claude-code-review.yml,11,9,37
YAML,tmp/goal-assessment/src-v0.60.0-rc.1/.github/workflows/claude.yml,9,14,37
YAML,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/backspin/pending_output_comparison.yml,0,0,37
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/testunit-success/test/math_operations_test.rb,6,0,37
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/default-rails/spec/models/user_spec.rb,7,0,36
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/minitest-failures/test/array_operations_test.rb,10,3,36
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/watch/mismatched_dirs_spec.rb,18,6,36
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/features/doctor-command.md,12,0,35
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/default-ruby/spec/array_helpers_spec.rb,7,0,35
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/goal/tx_score_card.md,12,0,34
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/development/contributing.md,12,0,33
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/default-ruby/spec/example_scenarios_spec.rb,8,0,33
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/default-ruby/spec/failing_examples_spec.rb,8,0,33
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/default-ruby/spec/string_utils_spec.rb,7,0,33
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/failing_specs/spec/expectation_failures_spec.rb,7,0,33
Go,tmp/goal-assessment/src-v0.60.0-rc.1/internal/testruntime/run_kind_test.go,5,0,33
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/lib/plur/changelog.rb,9,0,32
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/failing_specs/spec/mixed_results_spec.rb,7,0,31
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/minitest-success/test/string_helper_test.rb,6,0,31
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/integration/spec/colorized_output_spec.rb,9,5,31
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/plur/docker_install_spec.rb,6,5,31
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/spec/support/capture_helper.rb,3,2,31
Markdown,tmp/goal-assessment/src-v0.60.0-rc.1/docs/development/testing.md,14,0,30
Dockerfile,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/default-rails/Dockerfile,19,20,30
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/default-rails/spec/models/post_spec.rb,6,0,30
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/default-ruby/spec/models/user_spec.rb,7,0,29
Ruby,tmp/goal-assessment/src-v0.60.0-rc.1/fixtures/projects/default-ruby/spec/services/email_service_spec.rb,6,1,29
